Date,Deaths,Covid Cases,State 
8/9/2020,1,760,Pennsylvania
8/9/2020,1,100,Washington DC
8/9/2020,0,0,Connecticut
8/9/2020,0,74,Rhode Island
8/9/2020,0,431,Colorado
8/9/2020,24,975,South Carolina
8/9/2020,104,8373,California
8/9/2020,0,128,South Dakota
8/9/2020,13,816,Arizona
8/9/2020,8,2127,Tennessee
8/9/2020,116,4879,Texas
8/9/2020,23,1344,Arkansas
8/9/2020,1,376,Utah
8/9/2020,33,2947,Alabama
8/9/2020,4,897,Virginia
8/9/2020,0,100,Alaska
8/9/2020,0,37,Wyoming
8/9/2020,0,5,Vermont
8/9/2020,16,195,Washington
8/9/2020,9,797,Minnesota
8/9/2020,2,622,Wisconsin
8/9/2020,8,131,West Virginia
8/8/2020,0,6,Vermont
8/8/2020,26,1210,Mississippi
8/8/2020,0,0,Missouri
8/8/2020,4,130,West Virginia
8/8/2020,5,132,Montana
8/8/2020,1,12,Maine
8/8/2020,12,775,Maryland
8/8/2020,12,420,Massachusetts
8/8/2020,0,0,Louisiana
8/8/2020,8,782,Kentucky
8/8/2020,26,1954,North Carolina
8/8/2020,0,0,Kansas
8/8/2020,0,180,North Dakota
8/8/2020,13,1033,Indiana
8/8/2020,5,283,Nebraska
8/8/2020,18,2190,Illinois
8/8/2020,0,76,New Hampshire
8/8/2020,6,523,Idaho
8/8/2020,9,368,New Jersey
8/8/2020,12,418,Iowa
8/8/2020,6,192,New Mexico
8/8/2020,2,201,Hawaii
8/8/2020,29,886,Nevada
8/8/2020,5,703,New York
8/8/2020,69,4423,Georgia
8/8/2020,16,1294,Ohio
8/8/2020,187,8502,Florida
8/8/2020,3,825,Oklahoma
8/8/2020,2,57,Delaware
8/8/2020,7,374,Oregon
8/8/2020,1,64,Washington DC
8/8/2020,16,813,Pennsylvania
8/8/2020,0,0,Connecticut
8/8/2020,7,457,Colorado
8/8/2020,1,94,Rhode Island
8/8/2020,178,7371,California
8/8/2020,45,1241,South Carolina
8/8/2020,56,1054,Arizona
8/8/2020,2,106,South Dakota
8/8/2020,9,1803,Tennessee
8/8/2020,0,0,Arkansas
8/8/2020,247,6959,Texas
8/8/2020,0,86,Alabama
8/8/2020,0,376,Utah
8/8/2020,1,85,Alaska
8/8/2020,5,1307,Virginia
8/8/2020,0,13,Wyoming
8/8/2020,19,366,Washington
8/8/2020,-4,721,Michigan
8/8/2020,6,1185,Wisconsin
8/8/2020,8,916,Minnesota
8/7/2020,0,3,Vermont
8/7/2020,21,996,Missouri
8/7/2020,4,545,Minnesota
8/7/2020,29,659,Washington
8/7/2020,14,801,Maryland
8/7/2020,18,417,Massachusetts
8/7/2020,61,1500,Louisiana
8/7/2020,4,542,Kentucky
8/7/2020,12,921,Kansas
8/7/2020,23,1036,Mississippi
8/7/2020,10,1239,Indiana
8/7/2020,5,155,Montana
8/7/2020,31,2103,Illinois
8/7/2020,42,1545,North Carolina
8/7/2020,6,692,Idaho
8/7/2020,0,149,North Dakota
8/7/2020,5,504,Iowa
8/7/2020,5,332,Nebraska
8/7/2020,2,151,Hawaii
8/7/2020,1,23,New Hampshire
8/7/2020,11,360,New Jersey
8/7/2020,91,4109,Georgia
8/7/2020,2,207,New Mexico
8/7/2020,180,7686,Florida
8/7/2020,20,976,Nevada
8/7/2020,1,80,Delaware
8/7/2020,5,714,New York
8/7/2020,2,71,Washington DC
8/7/2020,34,1204,Ohio
8/7/2020,4,75,Connecticut
8/7/2020,7,854,Oklahoma
8/7/2020,12,448,Colorado
8/7/2020,9,411,Oregon
8/7/2020,142,8436,California
8/7/2020,15,758,Pennsylvania
8/7/2020,79,1406,Arizona
8/7/2020,0,127,Rhode Island
8/7/2020,6,1011,Arkansas
8/7/2020,19,1422,South Carolina
8/7/2020,21,1709,Alabama
8/7/2020,3,98,South Dakota
8/7/2020,0,65,Alaska
8/7/2020,20,2432,Tennessee
8/7/2020,1,42,Wyoming
8/7/2020,293,7039,Texas
8/7/2020,3,156,West Virginia
8/7/2020,5,460,Utah
8/7/2020,12,1043,Wisconsin
8/7/2020,18,2015,Virginia
8/7/2020,0,17,Maine
8/7/2020,18,814,Michigan
8/6/2020,5,706,Washington
8/6/2020,8,1062,Missouri
8/6/2020,7,861,Minnesota
8/6/2020,28,763,Michigan
8/6/2020,15,579,Maryland
8/6/2020,32,231,Massachusetts
8/6/2020,50,1303,Louisiana
8/6/2020,8,513,Kentucky
8/6/2020,0,0,Kansas
8/6/2020,21,956,Mississippi
8/6/2020,6,1040,Indiana
8/6/2020,0,173,Montana
8/6/2020,21,1953,Illinois
8/6/2020,42,1979,North Carolina
8/6/2020,7,473,Idaho
8/6/2020,2,122,North Dakota
8/6/2020,9,702,Iowa
8/6/2020,3,311,Nebraska
8/6/2020,0,172,Hawaii
8/6/2020,0,26,New Hampshire
8/6/2020,7,374,New Jersey
8/6/2020,42,3182,Georgia
8/6/2020,9,226,New Mexico
8/6/2020,120,7650,Florida
8/6/2020,10,729,Nevada
8/6/2020,0,69,Delaware
8/6/2020,6,703,New York
8/6/2020,0,75,Washington DC
8/6/2020,22,1166,Ohio
8/6/2020,0,20,Connecticut
8/6/2020,10,837,Oklahoma
8/6/2020,7,594,Colorado
8/6/2020,1,246,Oregon
8/6/2020,166,5258,California
8/6/2020,38,807,Pennsylvania
8/6/2020,70,1444,Arizona
8/6/2020,2,130,Rhode Island
8/6/2020,7,735,Arkansas
8/6/2020,49,1325,South Carolina
8/6/2020,19,1938,Alabama
8/6/2020,4,105,South Dakota
8/6/2020,0,40,Alaska
8/6/2020,42,2252,Tennessee
8/6/2020,0,35,Wyoming
8/6/2020,306,7598,Texas
8/6/2020,1,9,Vermont
8/6/2020,3,587,Utah
8/6/2020,8,875,Wisconsin
8/6/2020,25,818,Virginia
8/6/2020,0,5,Maine
8/6/2020,0,118,West Virginia
8/5/2020,9,939,Wisconsin
8/5/2020,6,1241,Missouri
8/5/2020,10,617,Minnesota
8/5/2020,51,1245,Mississippi
8/5/2020,1,17,Maine
8/5/2020,6,572,Maryland
8/5/2020,2,440,Massachusetts
8/5/2020,45,1482,Louisiana
8/5/2020,1,544,Kentucky
8/5/2020,1,115,Montana
8/5/2020,3,841,Kansas
8/5/2020,40,1127,North Carolina
8/5/2020,11,720,Indiana
8/5/2020,0,122,North Dakota
8/5/2020,28,1759,Illinois
8/5/2020,0,222,Nebraska
8/5/2020,10,559,Idaho
8/5/2020,1,33,New Hampshire
8/5/2020,11,617,Iowa
8/5/2020,7,357,New Jersey
8/5/2020,1,143,Hawaii
8/5/2020,3,210,New Mexico
8/5/2020,28,649,Nevada
8/5/2020,63,3765,Georgia
8/5/2020,4,636,New York
8/5/2020,225,5409,Florida
8/5/2020,26,1199,Ohio
8/5/2020,0,159,Delaware
8/5/2020,17,1101,Oklahoma
8/5/2020,0,45,Washington DC
8/5/2020,5,280,Oregon
8/5/2020,0,115,Connecticut
8/5/2020,12,705,Pennsylvania
8/5/2020,0,426,Colorado
8/5/2020,202,5295,California
8/5/2020,1,91,Rhode Island
8/5/2020,87,1698,Arizona
8/5/2020,47,1282,South Carolina
8/5/2020,1,89,South Dakota
8/5/2020,18,912,Arkansas
8/5/2020,27,1657,Tennessee
8/5/2020,29,952,Alabama
8/5/2020,236,8706,Texas
8/5/2020,0,58,Alaska
8/5/2020,6,421,Utah
8/5/2020,19,725,Washington
8/5/2020,30,798,Virginia
8/5/2020,0,108,West Virginia
8/5/2020,0,5,Vermont
8/5/2020,7,718,Michigan
8/5/2020,0,39,Wyoming
8/4/2020,0,36,Wyoming
8/4/2020,42,1074,Mississippi
8/4/2020,11,1193,Missouri
8/4/2020,0,81,Montana
8/4/2020,8,801,Michigan
8/4/2020,-1,5,Maine
8/4/2020,7,710,Maryland
8/4/2020,9,546,Massachusetts
8/4/2020,27,3615,Louisiana
8/4/2020,28,1629,North Carolina
8/4/2020,7,689,Kentucky
8/4/2020,1,149,North Dakota
8/4/2020,0,0,Kansas
8/4/2020,0,254,Nebraska
8/4/2020,16,822,Indiana
8/4/2020,0,26,New Hampshire
8/4/2020,19,1471,Illinois
8/4/2020,11,356,New Jersey
8/4/2020,3,331,Idaho
8/4/2020,1,114,New Mexico
8/4/2020,6,201,Iowa
8/4/2020,15,980,Nevada
8/4/2020,0,206,Hawaii
8/4/2020,3,746,New York
8/4/2020,31,1143,Ohio
8/4/2020,79,2513,Georgia
8/4/2020,15,861,Oklahoma
8/4/2020,247,5446,Florida
8/4/2020,5,333,Oregon
8/4/2020,2,82,Delaware
8/4/2020,23,854,Pennsylvania
8/4/2020,1,85,Washington DC
8/4/2020,0,48,Connecticut
8/4/2020,1,144,Rhode Island
8/4/2020,19,252,Colorado
8/4/2020,54,1239,South Carolina
8/4/2020,113,4526,California
8/4/2020,1,59,South Dakota
8/4/2020,66,1008,Arizona
8/4/2020,25,1805,Tennessee
8/4/2020,245,9167,Texas
8/4/2020,15,784,Arkansas
8/4/2020,7,378,Utah
8/4/2020,33,1041,Alabama
8/4/2020,26,1145,Virginia
8/4/2020,0,61,Alaska
8/4/2020,12,770,Wisconsin
8/4/2020,0,4,Vermont
8/4/2020,4,839,Washington
8/4/2020,4,602,Minnesota
8/4/2020,7,78,West Virginia
8/3/2020,0,119,West Virginia
8/3/2020,13,1313,North Carolina
8/3/2020,3,40,Montana
8/3/2020,8,572,Mississippi
8/3/2020,0,127,North Dakota
8/3/2020,2,1047,Missouri
8/3/2020,2,613,Minnesota
8/3/2020,6,613,Michigan
8/3/2020,1,12,Maine
8/3/2020,8,870,Maryland
8/3/2020,0,311,Nebraska
8/3/2020,10,199,Massachusetts
8/3/2020,1,21,New Hampshire
8/3/2020,17,1099,Louisiana
8/3/2020,10,264,New Jersey
8/3/2020,2,323,Kentucky
8/3/2020,3,220,New Mexico
8/3/2020,7,1064,Kansas
8/3/2020,15,994,Nevada
8/3/2020,5,576,Indiana
8/3/2020,2,545,New York
8/3/2020,9,1298,Illinois
8/3/2020,10,932,Ohio
8/3/2020,0,230,Idaho
8/3/2020,1,40,Wyoming
8/3/2020,6,349,Iowa
8/3/2020,2,269,Oregon
8/3/2020,0,45,Hawaii
8/3/2020,0,565,Pennsylvania
8/3/2020,2,2258,Georgia
8/3/2020,3,224,Rhode Island
8/3/2020,73,4752,Florida
8/3/2020,16,1163,South Carolina
8/3/2020,0,106,Delaware
8/3/2020,0,65,South Dakota
8/3/2020,0,39,Washington DC
8/3/2020,19,1009,Tennessee
8/3/2020,5,252,Connecticut
8/3/2020,179,11529,Texas
8/3/2020,0,449,Colorado
8/3/2020,3,354,Utah
8/3/2020,32,5739,California
8/3/2020,0,1324,Virginia
8/3/2020,14,1030,Arizona
8/3/2020,0,1,Vermont
8/3/2020,17,1424,Arkansas
8/3/2020,4,840,Washington
8/3/2020,6,1217,Alabama
8/3/2020,1,411,Wisconsin
8/3/2020,1,80,Alaska
8/3/2020,1,377,Oklahoma
8/2/2020,1,932,Wisconsin
8/2/2020,0,112,Montana
8/2/2020,10,672,Mississippi
8/2/2020,5,1341,North Carolina
8/2/2020,8,759,Minnesota
8/2/2020,0,429,Michigan
8/2/2020,0,21,Maine
8/2/2020,9,909,Maryland
8/2/2020,12,418,Massachusetts
8/2/2020,0,56,North Dakota
8/2/2020,58,3467,Louisiana
8/2/2020,0,180,Nebraska
8/2/2020,2,462,Kentucky
8/2/2020,0,0,New Hampshire
8/2/2020,0,0,Kansas
8/2/2020,6,321,New Jersey
8/2/2020,4,735,Indiana
8/2/2020,9,196,New Mexico
8/2/2020,14,1467,Illinois
8/2/2020,0,1131,Nevada
8/2/2020,8,393,Idaho
8/2/2020,6,531,New York
8/2/2020,4,516,Iowa
8/2/2020,14,944,Ohio
8/2/2020,0,86,Hawaii
8/2/2020,1,494,Oklahoma
8/2/2020,1,280,Oregon
8/2/2020,15,3165,Georgia
8/2/2020,5,654,Pennsylvania
8/2/2020,62,7104,Florida
8/2/2020,0,72,Delaware
8/2/2020,0,0,Rhode Island
8/2/2020,0,39,Wyoming
8/2/2020,26,1189,South Carolina
8/2/2020,0,0,Connecticut
8/2/2020,1,88,South Dakota
8/2/2020,0,458,Colorado
8/2/2020,6,1443,Tennessee
8/2/2020,132,9032,California
8/2/2020,0,0,Texas
8/2/2020,18,1465,Arizona
8/2/2020,1,473,Utah
8/2/2020,3,981,Virginia
8/2/2020,-2,0,Arkansas
8/2/2020,24,2095,Alabama
8/2/2020,0,5,Vermont
8/2/2020,0,157,Alaska
8/2/2020,28,228,Washington
8/2/2020,1,119,West Virginia
8/2/2020,0,582,Missouri
8/2/2020,1,69,Washington DC
8/1/2020,13,1124,Wisconsin
8/1/2020,30,1134,Mississippi
8/1/2020,10,935,Missouri
8/1/2020,1,116,Montana
8/1/2020,7,758,Michigan
8/1/2020,0,25,Maine
8/1/2020,13,1019,Maryland
8/1/2020,17,428,Massachusetts
8/1/2020,0,0,Louisiana
8/1/2020,40,1730,North Carolina
8/1/2020,5,572,Kentucky
8/1/2020,0,132,North Dakota
8/1/2020,0,0,Kansas
8/1/2020,4,445,Nebraska
8/1/2020,6,968,Indiana
8/1/2020,1,69,New Hampshire
8/1/2020,8,1639,Illinois
8/1/2020,12,369,New Jersey
8/1/2020,12,475,Idaho
8/1/2020,7,212,New Mexico
8/1/2020,5,394,Iowa
8/1/2020,2,986,Nevada
8/1/2020,0,122,Hawaii
8/1/2020,14,753,New York
8/1/2020,26,928,Ohio
8/1/2020,73,3660,Georgia
8/1/2020,8,1244,Oklahoma
8/1/2020,178,9642,Florida
8/1/2020,3,325,Oregon
8/1/2020,0,89,Delaware
8/1/2020,15,888,Pennsylvania
8/1/2020,0,79,Washington DC
8/1/2020,0,0,Connecticut
8/1/2020,0,0,Rhode Island
8/1/2020,0,605,Colorado
8/1/2020,39,1583,South Carolina
8/1/2020,219,6542,California
8/1/2020,4,103,South Dakota
8/1/2020,53,2992,Arizona
8/1/2020,7,2225,Tennessee
8/1/2020,268,9539,Texas
8/1/2020,7,662,Arkansas
8/1/2020,6,506,Utah
8/1/2020,23,1626,Alabama
8/1/2020,41,913,Virginia
8/1/2020,1,150,Alaska
8/1/2020,0,43,Wyoming
8/1/2020,0,7,Vermont
8/1/2020,0,410,Washington
8/1/2020,6,725,Minnesota
8/1/2020,0,93,West Virginia
7/31/2020,9,687,Washington
7/31/2020,52,1168,Mississippi
7/31/2020,1,220,West Virginia
7/31/2020,5,151,Montana
7/31/2020,7,793,Michigan
7/31/2020,1,24,Maine
7/31/2020,5,1169,Maryland
7/31/2020,14,514,Massachusetts
7/31/2020,24,1799,Louisiana
7/31/2020,21,1954,North Carolina
7/31/2020,4,765,Kentucky
7/31/2020,0,167,North Dakota
7/31/2020,9,942,Kansas
7/31/2020,4,344,Nebraska
7/31/2020,19,901,Indiana
7/31/2020,4,31,New Hampshire
7/31/2020,22,1980,Illinois
7/31/2020,11,690,New Jersey
7/31/2020,4,567,Idaho
7/31/2020,3,252,New Mexico
7/31/2020,10,544,Iowa
7/31/2020,29,1264,Nevada
7/31/2020,0,124,Hawaii
7/31/2020,5,644,New York
7/31/2020,47,1533,Ohio
7/31/2020,81,4066,Georgia
7/31/2020,5,747,Oklahoma
7/31/2020,257,9007,Florida
7/31/2020,6,361,Oregon
7/31/2020,4,99,Delaware
7/31/2020,13,970,Pennsylvania
7/31/2020,1,69,Washington DC
7/31/2020,1,140,Connecticut
7/31/2020,0,72,Rhode Island
7/31/2020,3,408,Colorado
7/31/2020,45,1444,South Carolina
7/31/2020,96,8086,California
7/31/2020,1,79,South Dakota
7/31/2020,68,3212,Arizona
7/31/2020,27,3088,Tennessee
7/31/2020,295,8839,Texas
7/31/2020,11,752,Arkansas
7/31/2020,4,500,Utah
7/31/2020,15,1961,Alabama
7/31/2020,33,984,Virginia
7/31/2020,0,118,Alaska
7/31/2020,0,40,Wyoming
7/31/2020,0,7,Vermont
7/31/2020,15,855,Wisconsin
7/31/2020,6,771,Minnesota
7/31/2020,10,1489,Missouri
7/30/2020,8,1091,Wisconsin
7/30/2020,13,2084,Missouri
7/30/2020,5,745,Minnesota
7/30/2020,48,1775,Mississippi
7/30/2020,1,22,Maine
7/30/2020,10,892,Maryland
7/30/2020,15,414,Massachusetts
7/30/2020,42,1708,Louisiana
7/30/2020,7,659,Kentucky
7/30/2020,1,138,Montana
7/30/2020,0,0,Kansas
7/30/2020,38,2344,North Carolina
7/30/2020,14,954,Indiana
7/30/2020,3,73,North Dakota
7/30/2020,16,1772,Illinois
7/30/2020,3,265,Nebraska
7/30/2020,13,457,Idaho
7/30/2020,2,13,New Hampshire
7/30/2020,11,761,Iowa
7/30/2020,11,204,New Jersey
7/30/2020,0,108,Hawaii
7/30/2020,6,345,New Mexico
7/30/2020,21,1018,Nevada
7/30/2020,29,3963,Georgia
7/30/2020,13,777,New York
7/30/2020,252,9956,Florida
7/30/2020,20,1733,Ohio
7/30/2020,0,87,Delaware
7/30/2020,13,1117,Oklahoma
7/30/2020,0,58,Washington DC
7/30/2020,5,410,Oregon
7/30/2020,6,130,Connecticut
7/30/2020,14,860,Pennsylvania
7/30/2020,9,482,Colorado
7/30/2020,194,10197,California
7/30/2020,0,150,Rhode Island
7/30/2020,172,2525,Arizona
7/30/2020,52,1726,South Carolina
7/30/2020,0,44,South Dakota
7/30/2020,8,791,Arkansas
7/30/2020,13,2049,Tennessee
7/30/2020,27,1980,Alabama
7/30/2020,84,8800,Texas
7/30/2020,1,117,Alaska
7/30/2020,8,502,Utah
7/30/2020,0,58,Wyoming
7/30/2020,16,911,Virginia
7/30/2020,3,96,West Virginia
7/30/2020,1,1,Vermont
7/30/2020,21,807,Michigan
7/30/2020,7,733,Washington
7/29/2020,5,924,Wisconsin
7/29/2020,20,1505,Mississippi
7/29/2020,7,1927,Missouri
7/29/2020,3,201,Montana
7/29/2020,1,1016,Michigan
7/29/2020,0,28,Maine
7/29/2020,20,761,Maryland
7/29/2020,29,502,Massachusetts
7/29/2020,71,1735,Louisiana
7/29/2020,45,1763,North Carolina
7/29/2020,5,601,Kentucky
7/29/2020,0,89,North Dakota
7/29/2020,14,698,Kansas
7/29/2020,4,258,Nebraska
7/29/2020,8,621,Indiana
7/29/2020,0,0,New Hampshire
7/29/2020,16,1393,Illinois
7/29/2020,18,471,New Jersey
7/29/2020,8,528,Idaho
7/29/2020,7,289,New Mexico
7/29/2020,7,500,Iowa
7/29/2020,21,870,Nevada
7/29/2020,0,46,Hawaii
7/29/2020,6,715,New York
7/29/2020,40,1396,Ohio
7/29/2020,79,3271,Georgia
7/29/2020,14,848,Oklahoma
7/29/2020,217,9446,Florida
7/29/2020,8,305,Oregon
7/29/2020,1,126,Delaware
7/29/2020,16,834,Pennsylvania
7/29/2020,1,54,Washington DC
7/29/2020,2,463,Connecticut
7/29/2020,2,75,Rhode Island
7/29/2020,11,749,Colorado
7/29/2020,50,1737,South Carolina
7/29/2020,197,8755,California
7/29/2020,6,149,South Dakota
7/29/2020,46,2339,Arizona
7/29/2020,42,4333,Tennessee
7/29/2020,313,9042,Texas
7/29/2020,6,787,Arkansas
7/29/2020,6,339,Utah
7/29/2020,47,1416,Alabama
7/29/2020,30,999,Virginia
7/29/2020,0,92,Alaska
7/29/2020,0,39,Wyoming
7/29/2020,0,1,Vermont
7/29/2020,30,875,Washington
7/29/2020,9,666,Minnesota
7/29/2020,1,153,West Virginia
7/28/2020,17,909,Washington
7/28/2020,42,1342,Mississippi
7/28/2020,12,1773,Missouri
7/28/2020,4,94,Montana
7/28/2020,16,785,Michigan
7/28/2020,2,6,Maine
7/28/2020,11,648,Maryland
7/28/2020,15,256,Massachusetts
7/28/2020,26,1121,Louisiana
7/28/2020,30,1749,North Carolina
7/28/2020,10,525,Kentucky
7/28/2020,1,151,North Dakota
7/28/2020,0,0,Kansas
7/28/2020,1,281,Nebraska
7/28/2020,18,771,Indiana
7/28/2020,0,64,New Hampshire
7/28/2020,30,1076,Illinois
7/28/2020,22,483,New Jersey
7/28/2020,6,517,Idaho
7/28/2020,5,460,New Mexico
7/28/2020,6,223,Iowa
7/28/2020,20,1105,Nevada
7/28/2020,0,28,Hawaii
7/28/2020,9,534,New York
7/28/2020,38,1320,Ohio
7/28/2020,54,4209,Georgia
7/28/2020,13,1089,Oklahoma
7/28/2020,191,9230,Florida
7/28/2020,14,328,Oregon
7/28/2020,1,70,Delaware
7/28/2020,24,1120,Pennsylvania
7/28/2020,1,87,Washington DC
7/28/2020,5,94,Connecticut
7/28/2020,1,210,Rhode Island
7/28/2020,7,229,Colorado
7/28/2020,59,1692,South Carolina
7/28/2020,73,6000,California
7/28/2020,0,48,South Dakota
7/28/2020,104,2107,Arizona
7/28/2020,0,0,Tennessee
7/28/2020,164,8342,Texas
7/28/2020,20,734,Arkansas
7/28/2020,5,446,Utah
7/28/2020,0,1251,Alabama
7/28/2020,13,922,Virginia
7/28/2020,1,144,Alaska
7/28/2020,1,69,Wyoming
7/28/2020,0,3,Vermont
7/28/2020,13,783,Wisconsin
7/28/2020,4,478,Minnesota
7/28/2020,5,119,West Virginia
7/27/2020,7,973,Washington
7/27/2020,4,1123,Missouri
7/27/2020,2,650,Minnesota
7/27/2020,6,653,Mississippi
7/27/2020,0,18,Maine
7/27/2020,7,1128,Maryland
7/27/2020,7,289,Massachusetts
7/27/2020,23,2343,Louisiana
7/27/2020,9,522,Kentucky
7/27/2020,1,39,Montana
7/27/2020,9,1063,Kansas
7/27/2020,5,1625,North Carolina
7/27/2020,3,535,Indiana
7/27/2020,0,112,North Dakota
7/27/2020,18,1231,Illinois
7/27/2020,0,223,Nebraska
7/27/2020,0,350,Idaho
7/27/2020,0,0,New Hampshire
7/27/2020,6,354,Iowa
7/27/2020,18,449,New Jersey
7/27/2020,0,63,Hawaii
7/27/2020,7,254,New Mexico
7/27/2020,5,997,Nevada
7/27/2020,11,2890,Georgia
7/27/2020,11,608,New York
7/27/2020,77,8892,Florida
7/27/2020,37,1104,Ohio
7/27/2020,0,116,Delaware
7/27/2020,0,1401,Oklahoma
7/27/2020,1,78,Washington DC
7/27/2020,0,330,Oregon
7/27/2020,5,207,Connecticut
7/27/2020,4,839,Pennsylvania
7/27/2020,0,547,Colorado
7/27/2020,29,6891,California
7/27/2020,2,291,Rhode Island
7/27/2020,-1,1813,Arizona
7/27/2020,15,1218,South Carolina
7/27/2020,0,49,South Dakota
7/27/2020,7,824,Arkansas
7/27/2020,11,2553,Tennessee
7/27/2020,18,1821,Alabama
7/27/2020,675,4267,Texas
7/27/2020,1,104,Alaska
7/27/2020,7,436,Utah
7/27/2020,0,45,Wyoming
7/27/2020,4,1505,Virginia
7/27/2020,3,94,West Virginia
7/27/2020,0,2,Vermont
7/27/2020,5,512,Michigan
7/27/2020,1,601,Wisconsin
7/26/2020,0,4,Vermont
7/26/2020,15,1218,Missouri
7/26/2020,1,965,Wisconsin
7/26/2020,15,1207,Mississippi
7/26/2020,0,24,Maine
7/26/2020,7,694,Maryland
7/26/2020,19,369,Massachusetts
7/26/2020,48,3840,Louisiana
7/26/2020,4,315,Kentucky
7/26/2020,0,82,Montana
7/26/2020,0,0,Kansas
7/26/2020,7,1621,North Carolina
7/26/2020,8,852,Indiana
7/26/2020,0,140,North Dakota
7/26/2020,1,1541,Illinois
7/26/2020,0,221,Nebraska
7/26/2020,2,563,Idaho
7/26/2020,0,21,New Hampshire
7/26/2020,1,529,Iowa
7/26/2020,12,505,New Jersey
7/26/2020,0,71,Hawaii
7/26/2020,6,313,New Mexico
7/26/2020,2,1018,Nevada
7/26/2020,3,2765,Georgia
7/26/2020,3,536,New York
7/26/2020,78,9344,Florida
7/26/2020,10,889,Ohio
7/26/2020,0,115,Delaware
7/26/2020,0,1204,Oklahoma
7/26/2020,0,63,Washington DC
7/26/2020,3,266,Oregon
7/26/2020,0,0,Connecticut
7/26/2020,4,800,Pennsylvania
7/26/2020,0,809,Colorado
7/26/2020,79,8259,California
7/26/2020,0,0,Rhode Island
7/26/2020,19,1973,Arizona
7/26/2020,26,1191,South Carolina
7/26/2020,1,90,South Dakota
7/26/2020,7,1374,Arkansas
7/26/2020,3,3140,Tennessee
7/26/2020,17,1164,Alabama
7/26/2020,153,5810,Texas
7/26/2020,0,234,Alaska
7/26/2020,0,350,Utah
7/26/2020,0,139,West Virginia
7/26/2020,3,958,Virginia
7/26/2020,0,29,Wyoming
7/26/2020,-1,321,Washington
7/26/2020,0,1589,Michigan
7/26/2020,3,862,Minnesota
7/25/2020,13,482,Washington
7/25/2020,4,1357,Missouri
7/25/2020,5,803,Minnesota
7/25/2020,0,0,Michigan
7/25/2020,11,1288,Maryland
7/25/2020,12,283,Massachusetts
7/25/2020,0,0,Louisiana
7/25/2020,5,833,Kentucky
7/25/2020,0,0,Kansas
7/25/2020,17,1434,Mississippi
7/25/2020,11,922,Indiana
7/25/2020,0,221,Montana
7/25/2020,12,1426,Illinois
7/25/2020,32,2097,North Carolina
7/25/2020,6,528,Idaho
7/25/2020,3,121,North Dakota
7/25/2020,3,400,Iowa
7/25/2020,0,356,Nebraska
7/25/2020,0,59,Hawaii
7/25/2020,4,97,New Hampshire
7/25/2020,11,513,New Jersey
7/25/2020,53,3787,Georgia
7/25/2020,5,312,New Mexico
7/25/2020,126,12199,Florida
7/25/2020,10,931,Nevada
7/25/2020,1,-27,Delaware
7/25/2020,13,750,New York
7/25/2020,0,68,Washington DC
7/25/2020,0,1438,Ohio
7/25/2020,0,0,Connecticut
7/25/2020,12,965,Oklahoma
7/25/2020,16,666,Colorado
7/25/2020,4,388,Oregon
7/25/2020,151,10066,California
7/25/2020,13,1054,Pennsylvania
7/25/2020,144,3740,Arizona
7/25/2020,0,0,Rhode Island
7/25/2020,0,0,Arkansas
7/25/2020,80,1401,South Carolina
7/25/2020,18,2125,Alabama
7/25/2020,0,105,South Dakota
7/25/2020,1,120,Alaska
7/25/2020,26,1718,Tennessee
7/25/2020,0,126,West Virginia
7/25/2020,168,6020,Texas
7/25/2020,0,41,Wyoming
7/25/2020,1,661,Utah
7/25/2020,13,988,Wisconsin
7/25/2020,8,1245,Virginia
7/25/2020,1,33,Maine
7/25/2020,0,11,Vermont
7/24/2020,0,1058,Wisconsin
7/24/2020,-1,1652,Missouri
7/24/2020,5,767,Minnesota
7/24/2020,27,1610,Mississippi
7/24/2020,0,20,Maine
7/24/2020,13,930,Maryland
7/24/2020,14,338,Massachusetts
7/24/2020,29,2084,Louisiana
7/24/2020,7,784,Kentucky
7/24/2020,3,129,Montana
7/24/2020,18,1005,Kansas
7/24/2020,20,2102,North Carolina
7/24/2020,4,996,Indiana
7/24/2020,0,122,North Dakota
7/24/2020,17,1599,Illinois
7/24/2020,5,332,Nebraska
7/24/2020,3,414,Idaho
7/24/2020,3,23,New Hampshire
7/24/2020,5,637,Iowa
7/24/2020,35,458,New Jersey
7/24/2020,1,55,Hawaii
7/24/2020,5,335,New Mexico
7/24/2020,13,966,Nevada
7/24/2020,82,4813,Georgia
7/24/2020,9,753,New York
7/24/2020,136,12444,Florida
7/24/2020,41,1560,Ohio
7/24/2020,49,278,Delaware
7/24/2020,7,1147,Oklahoma
7/24/2020,0,78,Washington DC
7/24/2020,9,391,Oregon
7/24/2020,3,544,Connecticut
7/24/2020,22,1213,Pennsylvania
7/24/2020,2,616,Colorado
7/24/2020,159,9718,California
7/24/2020,1,76,Rhode Island
7/24/2020,79,3357,Arizona
7/24/2020,51,2001,South Carolina
7/24/2020,1,57,South Dakota
7/24/2020,8,990,Arkansas
7/24/2020,13,2091,Tennessee
7/24/2020,41,1793,Alabama
7/24/2020,196,8701,Texas
7/24/2020,0,64,Alaska
7/24/2020,6,863,Utah
7/24/2020,0,59,Wyoming
7/24/2020,13,1127,Virginia
7/24/2020,0,145,West Virginia
7/24/2020,0,8,Vermont
7/24/2020,5,641,Michigan
